ID_person,Square,Rooms,Price,Rooms_indicator
8635,65,3.0,17615,0
10363,43,3.690378548895899,9245,1
9385,86,3.690378548895899,22876,1
6681,50,3.0,15200,0
3661,64,3.0,22912,0
2576,39,3.690378548895899,12948,1
2033,95,4.0,23085,0
1023,51,3.0,19890,0
18384,39,1.0,12051,0
13482,113,7.0,43731,0
2877,123,6.0,27060,0
12345,84,4.0,21168,0
18452,81,4.0,28593,0
10024,94,4.0,23218,0
3596,42,1.0,12978,0
10167,116,3.690378548895899,35380,1
1215,79,3.0,22673,0
9761,126,5.0,32508,0
12093,75,3.690378548895899,28875,1
19429,118,5.0,41064,0
8366,113,6.0,36838,0
7335,100,4.0,27600,0
7598,112,5.0,26880,0
10285,45,3.0,15435,0
16043,123,6.0,42066,0
15772,52,2.0,18876,0
4580,95,4.0,34200,0
16120,106,7.0,25334,0
512,45,2.0,9675,0
872,129,7.0,43344,0
12720,78,4.0,24960,0
4265,38,1.0,9196,0
13768,122,5.0,38064,0
8940,115,5.0,45195,0
6206,86,5.0,27262,0
12916,87,4.0,20532,0
8164,109,4.0,26378,0
8748,123,8.0,42681,0
2994,89,3.0,29904,0
12105,73,3.0,23068,0
1338,87,4.0,22881,0
13560,126,6.0,31122,0
18711,119,5.0,27489,0
17514,87,4.0,28449,0
15119,120,5.0,47280,0
6627,117,6.0,43992,0
6649,125,3.690378548895899,45750,1
16310,90,3.690378548895899,19260,1
15650,62,3.0,18538,0
1904,57,2.0,18069,0
13523,50,3.0,16350,0
7234,127,5.0,44323,0
1506,109,4.0,38150,0
3625,49,3.690378548895899,18816,1
7848,90,3.0,26550,0
13647,127,8.0,45339,0
7662,108,4.0,23220,0
7064,79,4.0,19434,0
5695,113,4.0,36047,0
15728,33,1.0,8943,0
4161,54,2.0,15390,0
3107,70,3.0,17500,0
3475,102,5.0,38760,0
4253,128,5.0,43520,0
5283,105,7.0,36960,0
17062,100,3.690378548895899,23900,1
4381,112,3.690378548895899,34160,1
8939,68,3.0,19516,0
13303,112,6.0,23856,0
11219,115,6.0,28980,0
18528,56,3.0,12432,0
8373,87,4.0,32016,0
461,99,6.0,23859,0
1512,35,1.0,7140,0
7615,66,4.0,25806,0
19609,116,6.0,38396,0
9370,91,4.0,28756,0
2878,107,4.0,26750,0
17626,46,3.690378548895899,13754,1
19496,70,3.0,20860,0
14066,122,7.0,26840,0
8870,75,3.0,23025,0
7137,64,3.690378548895899,15936,1
15291,116,6.0,38512,0
3330,100,6.0,36400,0
7009,63,3.0,14679,0
700,59,2.0,13688,0
12784,106,4.0,35934,0
7561,121,5.0,30250,0
18926,122,7.0,33306,0
18887,59,3.0,12095,0
12683,118,4.0,29264,0
12500,126,6.0,30870,0
18355,37,2.0,8436,0
6404,38,1.0,13148,0
841,58,3.0,21808,0
15616,99,6.0,28710,0
4433,108,4.0,39528,0
15980,116,5.0,45124,0
13377,69,4.0,17871,0
19486,112,4.0,42672,0
18798,87,4.0,24273,0
10908,33,3.690378548895899,12342,1
11960,37,1.0,10878,0
4236,48,3.0,13008,0
6752,84,3.690378548895899,33264,1
14584,46,1.0,16054,0
6766,129,7.0,32766,0
4858,60,2.0,22860,0
13784,45,2.0,12645,0
16025,34,2.0,7854,0
3636,125,5.0,30000,0
16737,65,2.0,19565,0
8091,124,5.0,38688,0
13322,117,6.0,37557,0
18152,114,7.0,31350,0
18267,41,2.0,11480,0
2526,106,6.0,28726,0
16770,53,3.0,16377,0
9068,110,5.0,42020,0
10191,89,4.0,29370,0
1456,53,2.0,13833,0
1069,126,7.0,31374,0
17376,104,6.0,34736,0
8984,123,5.0,45018,0
10684,53,3.0,13250,0
1842,36,1.0,11088,0
12596,111,4.0,33855,0
138,120,5.0,34680,0
1631,105,4.0,30450,0
18292,91,4.0,32578,0
9973,103,4.0,37698,0
2457,38,2.0,10184,0
12271,83,3.0,25730,0
14808,46,2.0,18262,0
17404,63,4.0,23751,0
14718,35,1.0,13650,0
17949,102,6.0,30600,0
6299,76,3.690378548895899,19304,1
11306,47,2.0,13254,0
125,41,2.0,8897,0
8565,108,5.0,29052,0
2319,102,4.0,33354,0
19403,119,5.0,23919,0
14170,64,2.0,20480,0
65,129,5.0,51213,0
9238,71,4.0,21442,0
9418,111,5.0,40959,0
19884,99,6.0,20691,0
3192,118,6.0,29382,0
17194,67,4.0,15879,0
16502,67,3.0,22043,0
8915,98,4.0,27930,0
2067,98,5.0,31752,0
10324,76,5.0,15428,0
5153,31,1.0,9331,0
12,83,5.0,31706,0
6366,77,3.0,21252,0
3164,31,3.690378548895899,6200,1
7744,98,4.0,29792,0
18849,77,3.0,24717,0
13794,77,3.0,21406,0
19537,128,3.690378548895899,48896,1
16988,33,1.0,8349,0
14739,41,3.690378548895899,13776,1
2139,32,1.0,12128,0
13804,53,3.0,12031,0
16419,109,6.0,40439,0
7457,82,4.0,16974,0
13886,79,4.0,17538,0
3519,90,5.0,24930,0
5540,97,6.0,35114,0
11008,124,6.0,45384,0
6556,103,6.0,28428,0
7457,119,5.0,45101,0
13049,44,2.0,14960,0
14499,72,4.0,14976,0
5503,103,6.0,22454,0
13857,50,2.0,17050,0
10327,37,1.0,8917,0
7844,124,6.0,45136,0
6791,31,2.0,10540,0
2448,73,3.0,25769,0
19662,32,1.0,11872,0
4947,45,2.0,16740,0
12037,86,3.0,33970,0
3939,77,3.0,24717,0
3484,114,6.0,26676,0
10377,91,5.0,29848,0
10529,127,8.0,45339,0
13210,125,6.0,40125,0
4645,120,5.0,47520,0
14551,86,3.0,32422,0
16467,91,4.0,23387,0
2768,44,2.0,12892,0
6469,70,4.0,27860,0
18627,97,3.690378548895899,34532,1
3894,107,5.0,29746,0
17491,80,3.0,25520,0
12022,30,1.0,7830,0
2786,61,4.0,14274,0
4788,122,6.0,32696,0
18323,64,3.0,12800,0
11901,64,3.0,23872,0
6184,123,7.0,40221,0
1827,46,2.0,12374,0
12138,85,3.0,24990,0
10562,53,3.0,16165,0
9660,79,3.0,20935,0
9113,66,2.0,17556,0
1565,65,3.0,16770,0
3661,106,5.0,28620,0
5466,78,4.0,28704,0
1413,79,3.690378548895899,24253,1
19583,103,6.0,20806,0
19926,51,2.0,12750,0
9086,64,3.690378548895899,20992,1
14127,122,7.0,32940,0
5417,87,4.0,27927,0
11231,99,6.0,32670,0
3188,107,5.0,35203,0
3981,65,3.690378548895899,14885,1
16694,42,2.0,15918,0
2586,30,3.690378548895899,6300,1
16618,37,1.0,10545,0
8885,125,5.0,46250,0
1954,88,3.0,21824,0
3579,94,4.0,25850,0
10724,52,3.690378548895899,17264,1
17244,40,3.690378548895899,12640,1
7591,80,3.690378548895899,20320,1
12858,52,3.0,14924,0
15977,48,2.0,18816,0
8582,39,2.0,10140,0
1440,55,3.0,20350,0
8075,59,3.0,21771,0
18460,77,4.0,26411,0
5205,119,6.0,26299,0
9142,58,3.0,16704,0
1684,78,3.690378548895899,28314,1
3874,81,4.0,30537,0
10466,111,3.690378548895899,35520,1
16183,118,5.0,38704,0
6087,56,2.0,11368,0
8980,44,3.690378548895899,14080,1
1935,99,4.0,31680,0
2013,45,2.0,9900,0
9747,51,2.0,16167,0
9314,41,3.690378548895899,14104,1
13698,42,2.0,14070,0
5270,85,3.690378548895899,33490,1
15262,124,6.0,29016,0
9110,54,3.690378548895899,20952,1
1034,107,6.0,38841,0
11870,122,5.0,27084,0
13756,43,1.0,10965,0
8813,77,3.0,19558,0
12822,39,2.0,15249,0
11762,88,3.690378548895899,34144,1
17636,47,2.0,14100,0
18647,118,6.0,31624,0
11399,69,3.0,14835,0
2300,42,1.0,12096,0
11868,79,3.690378548895899,30573,1
14626,59,3.690378548895899,16343,1
11051,76,4.0,27816,0
6396,72,3.0,27072,0
17630,42,2.0,9366,0
13639,102,6.0,32436,0
12543,115,5.0,34155,0
5181,75,4.0,27900,0
11373,116,4.0,32944,0
10767,43,2.0,17114,0
17168,63,3.0,23688,0
7918,85,3.0,27880,0
2493,57,2.0,22458,0
9082,52,2.0,20540,0
1779,101,6.0,35451,0
10731,90,3.0,31500,0
18066,100,5.0,20100,0
11689,51,3.0,11985,0
956,93,6.0,24831,0
6941,84,4.0,21000,0
2500,116,5.0,42224,0
15467,80,3.0,25840,0
16112,74,3.690378548895899,15836,1
13250,55,2.0,13750,0
11589,81,3.0,28836,0
1950,76,4.0,26904,0
11039,35,2.0,12040,0
1980,70,3.0,27230,0
2025,118,6.0,25252,0
17385,106,4.0,23320,0
4420,97,4.0,27742,0
14201,59,3.0,20355,0
11955,91,5.0,29666,0
19358,98,6.0,31262,0
11584,39,1.0,14430,0
559,55,2.0,11715,0
14395,123,5.0,34932,0
604,46,2.0,14168,0
11777,104,4.0,40456,0
9736,118,5.0,31270,0
18070,87,3.0,19662,0
14313,91,3.690378548895899,35217,1
16787,69,4.0,20769,0
11802,86,3.0,19264,0
17119,50,2.0,12000,0
15163,94,3.0,34498,0
10037,54,2.0,15984,0
542,115,3.690378548895899,28290,1
10012,86,4.0,24510,0
10101,46,3.0,15962,0
14788,128,5.0,37504,0
10037,38,1.0,14630,0
17933,57,3.0,14820,0
9372,119,7.0,23800,0
6576,88,4.0,24024,0
12106,115,7.0,40710,0
15127,87,4.0,25839,0
917,63,3.0,13986,0
14809,85,4.0,33490,0
15451,102,4.0,27948,0
11448,83,3.690378548895899,20418,1
9452,111,6.0,31302,0
8475,42,1.0,9198,0
12471,48,2.0,12000,0
4552,35,2.0,13720,0
13557,32,2.0,12608,0
9992,105,5.0,29715,0
2786,36,1.0,10476,0
10816,124,7.0,47492,0
8434,67,2.0,19229,0
11542,34,2.0,6936,0
9677,114,7.0,30666,0
13800,101,6.0,27371,0
5651,50,2.0,13450,0
18956,82,4.0,25666,0
13459,37,1.0,14430,0
17829,45,3.690378548895899,12735,1
17162,100,5.0,33400,0
2978,31,1.0,10757,0
9209,99,6.0,33561,0
15716,100,5.0,24600,0
8487,86,4.0,33970,0
4965,37,1.0,8103,0
11504,78,3.0,17004,0
14493,103,6.0,26059,0
12089,85,5.0,26775,0
1215,56,3.690378548895899,18312,1
15196,126,6.0,43218,0
17079,115,6.0,31050,0
5094,94,4.0,31866,0
10594,52,3.0,19344,0
15816,93,4.0,27714,0
2348,120,5.0,24720,0
10975,30,1.0,10680,0
11621,54,2.0,18360,0
6043,58,2.0,14616,0
8999,36,3.690378548895899,7884,1
9775,62,4.0,24180,0
14930,72,4.0,17424,0
13973,78,4.0,22230,0
6478,116,7.0,41064,0
5055,51,3.0,16575,0
17828,118,6.0,46964,0
11063,70,3.0,25900,0
16882,41,2.0,14965,0
18348,46,2.0,15732,0
4902,125,7.0,35500,0
15609,65,3.0,16250,0
13064,41,2.0,14063,0
12570,121,7.0,27104,0
91,91,5.0,30485,0
19813,90,4.0,25830,0
19164,129,5.0,51342,0
8168,67,3.0,25594,0
6866,64,3.0,18112,0
16353,56,3.0,18648,0
14478,106,3.690378548895899,29256,1
18194,101,6.0,24947,0
13229,62,3.0,15686,0
3387,101,3.690378548895899,26866,1
14148,124,5.0,30008,0
14925,70,3.0,24990,0
3476,47,2.0,10810,0
10157,80,4.0,19760,0
4589,69,3.0,24702,0
17057,81,3.0,21627,0
11471,55,3.0,18150,0
11763,121,5.0,24200,0
10173,46,2.0,10902,0
11150,114,3.690378548895899,40812,1
15832,112,4.0,36960,0
1322,96,6.0,33504,0
9172,83,4.0,17430,0
12342,109,4.0,37823,0
14860,49,2.0,11368,0
7176,45,2.0,13185,0
4503,111,6.0,27417,0
17206,84,5.0,23436,0
13498,117,4.0,46566,0
8621,67,2.0,16616,0
2845,125,5.0,30875,0
13190,89,3.0,27946,0
16447,59,3.0,21830,0
583,57,3.690378548895899,13965,1
17166,129,5.0,33798,0
9193,115,6.0,28865,0
2354,37,2.0,14430,0
2828,47,2.0,17249,0
19451,30,1.0,11490,0
15453,65,3.0,21775,0
5903,36,2.0,14148,0
14871,55,2.0,15070,0
8368,54,2.0,11016,0
6080,114,7.0,29298,0
11967,82,4.0,29356,0
3261,62,2.0,20708,0
17610,64,2.0,19712,0
18907,100,5.0,28400,0
2637,121,5.0,42350,0
6906,77,3.0,27258,0
18213,123,6.0,43050,0
6525,30,1.0,11730,0
12797,114,6.0,29640,0
12857,58,2.0,13224,0
4354,38,1.0,14022,0
234,95,4.0,31825,0
10634,57,3.0,22344,0
1707,35,1.0,10815,0
14340,98,5.0,34594,0
6386,35,1.0,7350,0
13181,104,5.0,32760,0
7353,106,7.0,41658,0
17888,95,4.0,26505,0
16255,77,4.0,26796,0
13476,121,5.0,41503,0
14112,104,5.0,35360,0
17024,92,4.0,25300,0
16377,104,4.0,22880,0
12131,96,4.0,27456,0
6526,93,4.0,33108,0
6030,63,2.0,17010,0
15811,70,2.0,27160,0
7959,119,6.0,42364,0
15910,70,3.690378548895899,22400,1
6848,89,4.0,30794,0
1859,123,5.0,28167,0
3738,107,4.0,32100,0
2689,77,5.0,29568,0
5792,57,3.0,21774,0
12019,59,3.0,12626,0
11993,38,2.0,10982,0
14090,82,3.690378548895899,21484,1
17815,87,3.0,21054,0
16931,73,3.0,25915,0
4457,129,6.0,44763,0
789,122,5.0,27328,0
10391,40,2.0,13080,0
2215,119,3.690378548895899,44982,1
10074,60,2.0,18780,0
7022,58,3.0,22330,0
3826,112,5.0,26208,0
8118,93,4.0,21111,0
201,110,6.0,36410,0
18416,69,3.0,23943,0
9133,43,2.0,13717,0
655,58,3.690378548895899,17516,1
2212,98,4.0,33124,0
10699,88,4.0,26488,0
18977,85,3.0,29750,0
16409,129,7.0,43602,0
5952,40,1.0,12760,0
13041,124,7.0,42656,0
11314,56,3.0,15400,0
12251,43,1.0,10922,0
9327,48,2.0,17568,0
5084,42,1.0,16464,0
17708,31,1.0,11377,0
9848,59,3.690378548895899,22302,1
11328,45,2.0,9270,0
11793,73,4.0,16498,0
18673,76,3.0,22116,0
4985,51,2.0,16626,0
12384,127,7.0,47244,0
4598,120,5.0,40680,0
16984,58,2.0,22272,0
16251,67,3.0,14405,0
11182,114,7.0,31692,0
7422,82,3.0,19024,0
10070,94,3.0,33746,0
1211,76,4.0,28348,0
10589,65,4.0,14300,0
2261,44,2.0,11968,0
12948,44,2.0,14960,0
16242,75,4.0,25650,0
8510,126,5.0,47502,0
16961,104,6.0,34944,0
13341,32,1.0,10112,0
8202,124,3.690378548895899,25172,1
6046,50,2.0,19400,0
4895,76,3.0,27360,0
19865,41,2.0,13940,0
15725,104,6.0,28080,0
18558,62,3.0,19964,0
17947,79,4.0,17380,0
13051,35,2.0,7385,0
18104,53,3.0,14416,0
9699,91,5.0,27209,0
10522,37,1.0,13727,0
277,45,2.0,13995,0
19512,55,2.0,20020,0
5090,127,6.0,34036,0
9068,34,1.0,7616,0
14290,63,2.0,20979,0
13598,99,6.0,29799,0
11441,125,3.690378548895899,42500,1
6542,83,4.0,30959,0
5235,61,4.0,20191,0
16094,75,3.0,22650,0
7715,76,4.0,29640,0
9799,47,2.0,17343,0
10195,112,4.0,44576,0
8214,96,4.0,29280,0
19358,80,4.0,28560,0
9042,43,2.0,11094,0
8877,100,5.0,21000,0
6119,114,7.0,27018,0
2312,117,7.0,30654,0
13655,35,2.0,13860,0
17682,124,5.0,42532,0
14648,96,5.0,26208,0
227,93,4.0,23529,0
9263,122,5.0,36722,0
8029,129,8.0,35991,0
19221,76,3.0,17860,0
7851,113,5.0,39324,0
7947,102,6.0,28152,0
3557,63,2.0,20601,0
15942,79,3.0,16985,0
18289,82,3.690378548895899,25338,1
11323,85,5.0,29325,0
13065,84,3.0,16884,0
5888,88,3.690378548895899,26224,1
1608,69,3.0,18630,0
8605,119,5.0,28203,0
13105,71,4.0,24637,0
5639,82,4.0,25748,0
11511,74,3.0,25456,0
8228,116,6.0,33524,0
18078,38,1.0,10488,0
6052,30,1.0,10320,0
8387,84,4.0,28980,0
12888,123,6.0,31365,0
9488,48,2.0,15792,0
8812,76,3.0,25460,0
1733,35,1.0,9170,0
14609,76,4.0,22268,0
15956,38,2.0,12122,0
10683,80,3.0,26240,0
2768,117,5.0,44343,0
12844,39,1.0,11466,0
13437,82,3.0,26568,0
13404,59,2.0,18821,0
16449,50,2.0,11650,0
17846,114,6.0,31692,0
9200,37,1.0,7696,0
3982,50,2.0,13850,0
7759,47,2.0,15322,0
4820,77,3.0,27335,0
13901,119,6.0,34034,0
17830,43,2.0,12900,0
9809,106,4.0,31376,0
680,120,5.0,28800,0
5559,129,6.0,43602,0
2313,74,3.0,29156,0
14421,34,3.690378548895899,9316,1
220,42,2.0,11886,0
10041,85,3.690378548895899,33235,1
12998,43,2.0,9417,0
11077,93,4.0,20832,0
11572,114,7.0,28614,0
19999,94,5.0,21714,0
15237,86,4.0,33024,0
10244,95,6.0,32585,0
9229,80,4.0,22320,0
9920,110,5.0,34320,0
12469,126,6.0,25956,0
15096,68,4.0,23528,0
4049,107,5.0,41195,0
4037,90,4.0,34470,0
7012,74,3.0,29378,0
3633,96,4.0,35040,0
2882,96,5.0,32640,0
17342,110,5.0,24090,0
7850,35,1.0,10675,0
16036,63,3.0,13356,0
11482,121,8.0,27225,0
18177,31,1.0,6758,0
3830,95,4.0,28500,0
5026,34,1.0,6834,0
16617,84,3.0,19572,0
16211,129,5.0,33282,0
11198,73,3.0,27375,0
9321,100,4.0,38800,0
13096,94,4.0,36942,0
895,39,2.0,10218,0
12803,63,3.0,24759,0
5117,118,3.690378548895899,25606,1
1736,62,3.0,12586,0
8738,89,5.0,32574,0
10630,103,5.0,32342,0
9841,69,3.0,20493,0
10119,44,2.0,15092,0
5458,35,2.0,11200,0
18916,86,4.0,26574,0
13910,90,5.0,27720,0
18509,44,2.0,13904,0
16677,71,4.0,26625,0
3293,52,2.0,14716,0
9477,114,6.0,32946,0
10384,74,3.690378548895899,19832,1
17804,53,3.0,20299,0
4247,103,6.0,29458,0
8624,112,5.0,30688,0
7202,125,5.0,40625,0
3278,94,6.0,27072,0
3892,108,6.0,24732,0
4036,97,3.690378548895899,21243,1
4357,31,1.0,9827,0
19473,55,2.0,21065,0
18378,62,4.0,22630,0
19388,77,4.0,25179,0
3446,38,3.690378548895899,12882,1
3792,61,3.690378548895899,15250,1
10440,111,4.0,26196,0
7597,48,2.0,12672,0
17356,41,2.0,12669,0
7670,41,2.0,14596,0
1609,106,7.0,24274,0
16351,72,4.0,15480,0
7674,63,3.0,13545,0
19120,119,7.0,31178,0
18508,117,4.0,43992,0
12313,128,3.690378548895899,43136,1
6327,41,2.0,15252,0
18350,39,2.0,10998,0
14840,46,2.0,9798,0
11695,118,4.0,40002,0
452,57,2.0,17841,0
14167,42,2.0,13188,0
3559,33,2.0,12375,0
17064,111,5.0,28971,0
12037,35,1.0,7770,0
12696,54,2.0,18198,0
14519,35,3.690378548895899,13790,1
5753,49,2.0,10045,0
3919,112,5.0,32032,0
9945,129,5.0,37281,0
2482,93,4.0,29202,0
3958,43,2.0,9159,0
9568,84,3.0,26292,0
12289,90,5.0,30330,0
8978,115,7.0,41630,0
8996,90,5.0,30330,0
17840,84,4.0,29988,0
13385,114,6.0,25764,0
8129,120,6.0,32520,0
4937,66,2.0,23298,0
410,67,3.0,14271,0
9807,37,1.0,14615,0
9210,42,3.690378548895899,10416,1
9760,62,2.0,16616,0
6683,65,2.0,16250,0
8451,101,3.690378548895899,28078,1
908,107,7.0,21935,0
13532,109,5.0,34444,0
9957,50,3.0,18000,0
2232,82,3.0,27470,0
11490,129,7.0,47085,0
6729,70,3.0,25060,0
18903,47,2.0,10904,0
17653,102,4.0,21114,0
15558,126,7.0,44478,0
7901,85,4.0,26095,0
3445,91,4.0,24024,0
11781,30,1.0,8070,0
19157,84,4.0,25620,0
231,124,6.0,33356,0
11692,47,3.690378548895899,15134,1
2027,99,4.0,28314,0
9594,113,6.0,24408,0
8175,71,4.0,20945,0
6218,123,6.0,34317,0
8765,105,6.0,35070,0
4241,117,4.0,34164,0
1139,84,4.0,31248,0
17152,88,3.0,25432,0
5669,66,3.0,19536,0
13193,72,3.0,18288,0
873,54,2.0,20250,0
7153,94,6.0,20774,0
6411,92,5.0,32292,0
1378,112,6.0,34832,0
9210,115,7.0,24265,0
11403,91,4.0,32578,0
3312,128,8.0,41472,0
5769,101,5.0,23331,0
10126,123,7.0,35916,0
15538,94,4.0,29046,0
10952,110,6.0,28600,0
2676,66,3.0,20394,0
6703,95,4.0,21565,0
13176,116,6.0,32248,0
16725,102,6.0,21012,0
13801,122,5.0,44042,0
8832,116,5.0,33292,0
15150,94,6.0,18988,0
6075,95,3.0,37620,0
10629,91,4.0,27573,0
13879,46,2.0,11040,0
11045,124,6.0,30256,0
1535,61,2.0,17141,0
6658,31,1.0,7285,0
4238,59,3.0,12154,0
17348,101,5.0,33027,0
12420,84,4.0,26292,0
2950,96,5.0,31968,0
1378,106,4.0,28196,0
16761,64,2.0,22464,0
16122,123,7.0,37023,0
6179,106,6.0,23002,0
5665,42,2.0,12222,0
8952,111,6.0,26751,0
10613,89,4.0,19669,0
9154,50,2.0,18400,0
9171,51,3.690378548895899,14790,1
15045,98,4.0,35672,0
14979,80,3.690378548895899,19120,1
13877,74,3.0,25826,0
11247,73,3.0,27594,0
6940,60,4.0,13260,0
18903,121,3.690378548895899,46706,1
16618,94,6.0,19364,0
8825,76,3.0,23712,0
18407,76,5.0,25612,0
15222,39,2.0,9321,0
2967,99,5.0,37818,0
15346,91,5.0,23023,0
641,84,4.0,28392,0
16992,124,5.0,43896,0
10166,103,5.0,25029,0
16619,102,4.0,23766,0
7584,109,4.0,30738,0
9809,67,3.0,16951,0
10737,117,5.0,39195,0
11873,122,5.0,43188,0
13303,66,3.0,22110,0
2847,120,5.0,33960,0
2136,96,5.0,28800,0
16085,100,5.0,24800,0
9415,89,4.0,28658,0
5798,119,3.690378548895899,38318,1
9294,106,4.0,34450,0
10418,105,7.0,21735,0
10258,94,4.0,19082,0
2530,88,3.0,26928,0
2140,56,2.0,15624,0
2551,72,3.690378548895899,24624,1
8343,112,5.0,35056,0
9879,77,3.0,22561,0
8013,99,5.0,29007,0
4111,126,7.0,33138,0
18964,69,3.0,16215,0
10768,53,3.0,15794,0
4586,90,3.0,18090,0
626,82,3.690378548895899,20500,1
16454,70,3.0,23520,0
3246,108,7.0,40824,0
4969,79,3.0,16985,0
11111,39,1.0,11505,0
2895,104,4.0,33800,0
15941,39,2.0,12558,0
9330,65,3.0,22815,0
10030,39,3.690378548895899,15132,1
12914,104,6.0,37440,0
8158,122,5.0,39894,0
11104,97,5.0,34532,0
2974,77,3.0,25179,0
2393,125,5.0,29250,0
15045,104,5.0,30992,0
7184,36,2.0,11052,0
10358,90,5.0,28350,0
15783,63,3.0,23184,0
7352,87,5.0,22620,0
200,109,6.0,42292,0
4183,62,3.690378548895899,23436,1
16268,66,4.0,17094,0
2941,109,4.0,34444,0
8851,99,6.0,28413,0
12662,67,3.0,15008,0
12090,52,2.0,17108,0
18782,106,5.0,36040,0
15033,105,4.0,33705,0
3813,115,5.0,28405,0
4174,73,3.0,26791,0
1399,102,4.0,22236,0
7656,45,2.0,16830,0
9407,56,2.0,19768,0
8104,35,2.0,11515,0
3091,112,5.0,42448,0
9751,81,3.0,27540,0
13195,121,5.0,39567,0
6277,113,6.0,23843,0
11253,98,4.0,33418,0
6560,38,1.0,11096,0
14829,85,3.0,22270,0
4951,107,5.0,35738,0
4709,82,4.0,24190,0
4592,119,4.0,26418,0
3896,37,2.0,10545,0
13497,67,3.0,18224,0
16584,50,2.0,15250,0
1715,80,3.0,30000,0
14308,81,5.0,26811,0
5473,75,3.0,27825,0
180,44,2.0,9548,0
18104,71,4.0,19596,0
302,35,1.0,8400,0
13581,35,1.0,11550,0
6841,32,2.0,9344,0
1908,63,4.0,22113,0
5324,65,4.0,17485,0
13205,67,2.0,14539,0
9573,86,4.0,24940,0
6925,31,1.0,9455,0
14627,89,3.0,33375,0
19131,82,4.0,18532,0
2439,106,6.0,41446,0
4214,35,1.0,12600,0
120,32,1.0,10144,0
1529,49,2.0,12005,0
10028,41,1.0,14678,0
18746,126,8.0,40950,0
9347,100,4.0,22200,0
13848,48,2.0,11088,0
19607,115,5.0,38295,0
11772,122,7.0,29768,0
15978,55,2.0,16390,0
13663,42,2.0,15624,0
14739,77,3.0,18018,0
10458,55,2.0,15785,0
3636,81,4.0,25758,0
10265,44,1.0,17468,0
18023,105,5.0,35595,0
8124,43,1.0,9847,0
12665,124,5.0,42532,0
5399,66,2.0,23628,0
3261,100,4.0,20400,0
8372,45,2.0,13995,0
6499,36,2.0,9144,0
10865,87,5.0,18444,0
11232,37,1.0,11951,0
6993,88,4.0,17776,0
14199,95,3.690378548895899,19570,1
19472,42,2.0,16002,0
2796,33,1.0,7656,0
6394,87,3.0,22011,0
19989,32,3.690378548895899,7616,1
5614,86,5.0,19866,0
3804,126,6.0,45612,0
10457,76,5.0,24700,0
16003,121,5.0,35574,0
19020,95,5.0,22230,0
18644,102,4.0,31212,0
16982,42,2.0,12852,0
6168,112,5.0,28784,0
2917,107,5.0,34561,0
13538,77,3.690378548895899,29645,1
19991,76,3.0,21660,0
18775,41,1.0,16277,0
6232,86,4.0,20124,0
17290,105,4.0,35175,0
8212,30,1.0,11220,0
7265,107,3.690378548895899,39055,1
16434,79,3.0,23463,0
181,51,2.0,19533,0
6319,34,1.0,7412,0
14110,119,7.0,37128,0
10431,129,5.0,26445,0
3856,53,2.0,12985,0
6811,107,6.0,41516,0
17380,128,5.0,28416,0
15659,104,4.0,35256,0
12182,51,2.0,11628,0
9112,85,5.0,22950,0
13947,81,3.0,27459,0
13561,97,4.0,20564,0
15236,103,4.0,33990,0
13725,72,3.0,19440,0
13935,41,1.0,9348,0
2111,97,4.0,23086,0
18491,41,2.0,12997,0
6419,43,2.0,11438,0
15718,109,7.0,40984,0
13960,44,2.0,17028,0
13327,64,3.0,17664,0
11701,79,3.0,17064,0
1025,101,4.0,39188,0
4718,91,6.0,25662,0
997,125,3.690378548895899,49500,1
18099,59,3.0,14868,0
15701,112,7.0,35056,0
2293,66,3.0,18612,0
8660,75,3.0,24075,0
12195,106,4.0,25546,0
12373,36,1.0,13140,0
6915,95,5.0,21280,0
18412,70,3.0,15820,0
8678,37,2.0,8029,0
16489,61,2.0,14457,0
3503,83,4.0,28718,0
19860,114,6.0,35112,0
8395,74,3.0,18426,0
447,105,5.0,34020,0
9527,65,3.690378548895899,19630,1
2436,94,5.0,25380,0
14999,84,4.0,21672,0
16654,96,5.0,24960,0
5546,64,2.0,17792,0
8086,70,4.0,15260,0
18116,121,7.0,30371,0
38,111,4.0,36408,0
8147,96,6.0,38016,0
12543,115,7.0,39215,0
10959,31,1.0,6634,0
8563,48,2.0,17472,0
19246,109,5.0,34662,0
19293,77,3.0,24948,0
6132,112,6.0,26656,0
8973,77,3.0,29337,0
13473,61,3.0,17446,0
15130,70,3.0,25690,0
8769,104,6.0,30680,0
19117,30,3.690378548895899,6540,1
9341,66,3.0,20790,0
4141,64,2.0,16768,0
2945,101,4.0,22119,0
5540,105,5.0,34440,0
19949,110,6.0,43890,0
3116,59,2.0,22774,0
19645,121,5.0,25168,0
18569,119,5.0,23800,0
3580,87,3.0,28101,0
16000,95,4.0,22515,0
13578,70,2.0,23170,0
17446,55,3.0,21560,0
1859,124,5.0,30132,0
12827,106,4.0,41552,0
18710,64,3.0,22720,0
5776,65,3.0,18915,0
16680,88,4.0,19888,0
12953,112,4.0,29680,0
17590,90,4.0,22590,0
15741,83,4.0,23323,0
8240,87,5.0,24708,0
16432,95,3.0,29165,0
13055,106,5.0,40068,0
453,78,4.0,22386,0
12934,116,6.0,36540,0
19933,110,5.0,28380,0
3544,102,5.0,25908,0
3914,38,1.0,12008,0
4231,118,6.0,36108,0
18518,119,5.0,41650,0
5784,54,2.0,19332,0
