ID_person,Model,Power,Price,Power_indicator
2216,Infiniti,264.0,2035815,0
3335,Nissan,358.0,3854884,0
10842,Mercedez-Benz,282.1206629834254,2848788,1
15460,KIA,86.0,3941471,0
19752,Nissan,282.1206629834254,3635912,1
16875,BMW,421.0,719074,0
15162,Audi,80.0,781482,0
19753,Mercedez-Benz,304.0,3678864,0
16716,BMW,345.0,990160,0
9983,KIA,422.0,1720066,0
11408,KIA,223.0,1527783,0
13662,Daewoo,232.0,2956305,0
5326,Mercedez-Benz,190.0,2200858,0
2935,LADA,471.0,1044091,0
12870,Nissan,105.0,2823805,0
3389,Infiniti,364.0,2873664,0
13071,LADA,256.0,1422496,0
2248,Nissan,278.0,1703343,0
15247,Toyota,491.0,3961497,0
4761,Nissan,285.0,3236836,0
3621,Nissan,320.0,997710,0
1704,LADA,94.0,997646,0
6119,Toyota,302.0,3583560,0
572,KIA,475.0,688180,0
3304,Infiniti,418.0,1522127,0
12714,Subaru,91.0,2574175,0
5413,Daewoo,225.0,3098156,0
6122,Infiniti,246.0,509752,0
1185,Daewoo,104.0,2678145,0
17772,Ford,165.0,3704853,0
340,Infiniti,343.0,1829263,0
16181,LADA,176.0,2094160,0
2741,Mercedez-Benz,282.1206629834254,2467234,1
14948,Audi,337.0,2094065,0
16833,BMW,429.0,308357,0
18852,BMW,139.0,1604396,0
3288,Nissan,175.0,2118617,0
11627,Nissan,431.0,1903758,0
14453,Toyota,343.0,1715423,0
11618,LADA,389.0,958650,0
7656,Nissan,256.0,204739,0
19193,Subaru,437.0,3462950,0
8666,LADA,384.0,2084686,0
15247,Infiniti,282.1206629834254,3252910,1
3296,Subaru,364.0,2804292,0
15987,Toyota,447.0,2703724,0
10960,KIA,125.0,1324569,0
18589,Daewoo,126.0,780721,0
15482,Mercedez-Benz,366.0,3099144,0
19896,Subaru,282.1206629834254,1715252,1
7148,Daewoo,219.0,3543693,0
16153,Ford,288.0,2010009,0
10810,KIA,375.0,3841802,0
16184,BMW,335.0,923153,0
14761,BMW,165.0,3162665,0
12427,Mercedez-Benz,282.1206629834254,2377105,1
7552,Audi,285.0,3940412,0
14925,Toyota,124.0,928661,0
1274,Toyota,114.0,1955616,0
8822,Ford,261.0,3460859,0
4741,Toyota,220.0,1808484,0
13297,Mercedez-Benz,423.0,1907191,0
4218,Toyota,101.0,3822612,0
18469,Mercedez-Benz,199.0,865310,0
2355,KIA,171.0,1221454,0
8681,Daewoo,493.0,2631992,0
19103,BMW,113.0,501148,0
10196,Subaru,461.0,3365820,0
17457,Ford,102.0,2313545,0
11718,Daewoo,484.0,3190546,0
1773,Infiniti,488.0,540073,0
11478,Daewoo,354.0,972602,0
13195,Ford,282.1206629834254,1105271,1
10503,Nissan,138.0,434878,0
3788,Ford,299.0,2275885,0
4247,KIA,320.0,955599,0
364,Nissan,133.0,1982057,0
8834,Audi,296.0,1658627,0
2694,Mercedez-Benz,238.0,1423276,0
10963,Subaru,482.0,2646033,0
9478,Audi,279.0,2357693,0
3371,Toyota,283.0,3148299,0
9487,Ford,282.1206629834254,2997152,1
9336,Nissan,312.0,2023984,0
18991,Mercedez-Benz,497.0,1052430,0
4803,Subaru,372.0,380020,0
19903,Daewoo,280.0,3533739,0
16893,Nissan,199.0,1127951,0
8577,KIA,256.0,2978389,0
2042,BMW,475.0,3093474,0
19662,Mercedez-Benz,481.0,2887943,0
18798,Infiniti,94.0,1644552,0
9994,Ford,117.0,962284,0
9236,Daewoo,140.0,1974188,0
6586,Audi,402.0,2122183,0
8053,Toyota,396.0,1033954,0
2444,Daewoo,325.0,323820,0
16396,Ford,474.0,323420,0
8455,BMW,353.0,3013311,0
10608,Toyota,351.0,3459179,0
13769,Subaru,232.0,1413374,0
15217,KIA,446.0,2886765,0
10500,Ford,378.0,3105369,0
6688,Toyota,180.0,1809792,0
10028,Nissan,172.0,1673116,0
13350,Nissan,282.1206629834254,820113,1
3979,Infiniti,391.0,3970426,0
6599,BMW,440.0,593444,0
17723,BMW,254.0,3286817,0
5006,Toyota,92.0,1486464,0
7475,LADA,489.0,1260997,0
15555,BMW,261.0,739371,0
18035,Subaru,237.0,2689876,0
301,Ford,277.0,2274868,0
17969,Daewoo,423.0,2027650,0
10776,LADA,324.0,1100931,0
18909,Mercedez-Benz,366.0,1254832,0
1409,LADA,406.0,482293,0
14716,Nissan,251.0,3092937,0
7775,BMW,336.0,693840,0
16961,Toyota,87.0,2799016,0
14507,LADA,325.0,311785,0
18451,Daewoo,282.1206629834254,959480,1
1110,Subaru,186.0,2543501,0
11117,Nissan,147.0,3246520,0
14666,Infiniti,177.0,3078806,0
13932,Infiniti,476.0,2679508,0
19179,Audi,340.0,3666502,0
6120,Daewoo,481.0,3603219,0
14786,Audi,442.0,1656028,0
3147,Mercedez-Benz,276.0,3527545,0
2591,Infiniti,378.0,343763,0
1946,Daewoo,103.0,3750821,0
10056,BMW,143.0,358972,0
7504,Subaru,330.0,3691050,0
1754,Nissan,116.0,1976592,0
15229,LADA,139.0,353498,0
12853,Ford,219.0,3296898,0
18385,BMW,442.0,555126,0
6655,Daewoo,243.0,3312727,0
13178,Toyota,282.1206629834254,1550875,1
16000,KIA,329.0,3535870,0
14913,Daewoo,88.0,1603033,0
7851,Subaru,392.0,2700678,0
4449,Subaru,85.0,3336945,0
8173,Daewoo,395.0,1416367,0
13841,KIA,342.0,2348842,0
1499,Toyota,282.1206629834254,3497229,1
15795,Nissan,314.0,3059597,0
17099,LADA,202.0,687936,0
18801,Toyota,90.0,1681614,0
2015,Daewoo,332.0,681777,0
3688,KIA,150.0,546011,0
6145,BMW,458.0,991861,0
290,BMW,260.0,3104802,0
10192,Subaru,360.0,2082966,0
15079,Audi,437.0,3643986,0
14053,BMW,238.0,1177839,0
15275,Ford,98.0,1856994,0
2124,Infiniti,447.0,989031,0
2635,BMW,350.0,2519243,0
3354,BMW,282.1206629834254,2813379,1
15563,Ford,447.0,1756210,0
2493,Infiniti,331.0,1354936,0
4126,Toyota,158.0,1243262,0
10155,LADA,385.0,2466160,0
16415,Ford,190.0,1003099,0
18600,Infiniti,222.0,332724,0
10328,Nissan,420.0,3471765,0
15546,Audi,249.0,721994,0
252,BMW,485.0,1400800,0
10025,Nissan,153.0,1961852,0
15189,KIA,299.0,3407258,0
6021,Daewoo,227.0,3414062,0
5621,Infiniti,356.0,1934412,0
1456,BMW,166.0,1385029,0
517,Ford,87.0,2964437,0
16861,Subaru,397.0,1450430,0
18486,LADA,428.0,876542,0
1511,BMW,498.0,951827,0
15045,Audi,121.0,3564101,0
19914,Audi,282.1206629834254,3017820,1
785,Daewoo,300.0,2616833,0
4623,Infiniti,442.0,2316157,0
18544,Toyota,397.0,2649880,0
106,KIA,282.1206629834254,1081048,1
3642,KIA,281.0,3661749,0
1817,Daewoo,200.0,3590052,0
3586,Daewoo,316.0,3495119,0
2838,Audi,145.0,3196765,0
18883,BMW,335.0,2730744,0
11340,BMW,177.0,560283,0
14834,Ford,152.0,2548759,0
3036,LADA,282.1206629834254,507848,1
10637,BMW,377.0,313700,0
2457,Audi,246.0,3304793,0
13193,Infiniti,441.0,1538480,0
16921,LADA,196.0,2952188,0
17558,Daewoo,483.0,1728933,0
1536,BMW,268.0,3916379,0
19410,Daewoo,202.0,2459617,0
8864,Toyota,198.0,3043437,0
10632,Daewoo,208.0,3918687,0
2801,BMW,415.0,741821,0
13796,Nissan,414.0,2943658,0
18579,Audi,121.0,2877176,0
7910,Daewoo,324.0,851829,0
14065,Audi,331.0,735221,0
3738,Daewoo,282.1206629834254,1596675,1
12021,KIA,200.0,969724,0
9380,Audi,246.0,1892180,0
18705,Toyota,305.0,2963455,0
6210,Audi,187.0,877847,0
19683,Audi,338.0,1117054,0
14207,Toyota,86.0,2716556,0
4121,LADA,113.0,318304,0
3003,Infiniti,322.0,2423579,0
17387,Subaru,98.0,1477025,0
19512,Toyota,416.0,783398,0
7809,KIA,104.0,3038832,0
15142,KIA,432.0,464042,0
2198,LADA,264.0,1244038,0
9217,KIA,184.0,2154736,0
16813,KIA,173.0,2963107,0
8466,Ford,202.0,2108832,0
18734,BMW,87.0,3229638,0
8273,LADA,382.0,2870010,0
227,Infiniti,390.0,1944007,0
16606,BMW,418.0,1973284,0
14802,Toyota,282.1206629834254,2338100,1
4916,KIA,389.0,1034638,0
16596,BMW,184.0,776108,0
16221,Audi,212.0,2424636,0
6027,Subaru,273.0,3492083,0
165,Nissan,166.0,3575045,0
2329,Nissan,173.0,1664111,0
4182,Toyota,229.0,1652175,0
3840,BMW,420.0,1141967,0
15462,KIA,173.0,1187317,0
12283,Daewoo,478.0,630252,0
11240,Infiniti,136.0,1491697,0
1207,Infiniti,344.0,2800352,0
18831,Ford,337.0,2282902,0
10310,Infiniti,119.0,3585484,0
9407,KIA,196.0,2235330,0
13516,BMW,223.0,1854254,0
4346,Subaru,498.0,1304218,0
17433,LADA,122.0,3941581,0
6203,KIA,476.0,3342793,0
12430,KIA,358.0,725751,0
18578,Subaru,372.0,2781489,0
16588,LADA,474.0,1839205,0
13615,Mercedez-Benz,296.0,691039,0
2616,Mercedez-Benz,397.0,926985,0
13274,KIA,325.0,1578541,0
8317,Ford,351.0,3298413,0
7004,Daewoo,472.0,3213137,0
1470,KIA,88.0,3572135,0
6761,Nissan,85.0,3268346,0
6571,Ford,122.0,3186494,0
11660,Toyota,381.0,1606031,0
4119,Daewoo,71.0,2446347,0
5060,Ford,186.0,3247606,0
1900,Mercedez-Benz,404.0,2989809,0
16036,Toyota,459.0,214544,0
1353,Ford,196.0,1009936,0
11349,Daewoo,473.0,3070227,0
7515,Subaru,282.1206629834254,3879513,1
10844,LADA,154.0,3820282,0
16967,KIA,153.0,1519498,0
9988,Mercedez-Benz,369.0,3240381,0
10740,Toyota,454.0,3140754,0
17316,Nissan,354.0,347548,0
13559,KIA,211.0,470221,0
3739,Subaru,164.0,1181325,0
9146,Daewoo,476.0,998594,0
2123,Nissan,405.0,565463,0
17839,Nissan,295.0,2145033,0
15158,Nissan,340.0,2675134,0
10123,KIA,312.0,1249856,0
1066,Infiniti,386.0,1573054,0
13669,LADA,209.0,2524329,0
17642,Daewoo,109.0,1009757,0
16547,Nissan,129.0,2492913,0
12892,Mercedez-Benz,339.0,2070547,0
18757,Nissan,332.0,2793913,0
16995,Nissan,286.0,2319379,0
16607,Subaru,177.0,2862239,0
5533,Audi,131.0,3256234,0
7201,Subaru,73.0,562091,0
9356,KIA,282.1206629834254,2844298,1
11926,Nissan,127.0,1173174,0
11892,Infiniti,140.0,3472310,0
4881,Toyota,319.0,2728057,0
4932,Toyota,282.1206629834254,1756776,1
12377,Ford,466.0,2124490,0
8335,KIA,388.0,3506285,0
996,LADA,118.0,3113086,0
12045,Subaru,356.0,1672052,0
15630,KIA,270.0,579470,0
856,KIA,429.0,3059295,0
1100,Mercedez-Benz,168.0,2329491,0
6082,Ford,118.0,2678846,0
12476,Mercedez-Benz,92.0,1206475,0
13200,Mercedez-Benz,237.0,3189779,0
6388,Infiniti,390.0,280241,0
7240,KIA,71.0,1469594,0
16824,Infiniti,453.0,3770686,0
19304,Ford,150.0,2098357,0
10618,Nissan,344.0,1167169,0
12067,KIA,255.0,2904001,0
12032,BMW,132.0,1629162,0
4007,Infiniti,355.0,2463348,0
4949,Ford,135.0,384738,0
12316,BMW,282.1206629834254,3458687,1
9131,Nissan,481.0,3874199,0
7725,LADA,215.0,993192,0
2784,KIA,132.0,3438015,0
2340,BMW,157.0,1268201,0
15974,KIA,150.0,2387996,0
14877,Daewoo,491.0,2638418,0
2234,KIA,147.0,1324345,0
11143,Nissan,107.0,518370,0
7162,Audi,312.0,2993685,0
483,Infiniti,109.0,2798993,0
4418,BMW,282.1206629834254,2743086,1
14952,Infiniti,154.0,2799480,0
2912,Mercedez-Benz,117.0,2647608,0
19252,Infiniti,330.0,3235620,0
9107,Ford,348.0,1552152,0
6154,Nissan,172.0,343944,0
2801,Subaru,147.0,3346518,0
6921,Ford,274.0,1728524,0
7459,KIA,133.0,3391106,0
3468,BMW,362.0,1359844,0
5457,Audi,343.0,2664019,0
8804,Toyota,173.0,2309267,0
6493,LADA,282.1206629834254,2761617,1
422,Audi,341.0,2966639,0
16774,Audi,282.1206629834254,3916650,1
15892,BMW,291.0,1134035,0
19209,BMW,318.0,1055780,0
311,Nissan,283.0,2182341,0
17799,BMW,193.0,3566160,0
463,Nissan,209.0,3719150,0
16264,Daewoo,97.0,2827423,0
9681,Daewoo,198.0,2822535,0
19178,Mercedez-Benz,343.0,2739983,0
19005,LADA,104.0,997699,0
8851,Toyota,228.0,543371,0
3345,Nissan,351.0,1197542,0
7175,Daewoo,499.0,1565350,0
15653,KIA,282.1206629834254,3979565,1
9088,Daewoo,321.0,1991007,0
4210,Nissan,332.0,3760115,0
12311,Daewoo,74.0,2248657,0
10848,Subaru,348.0,608939,0
9194,Nissan,136.0,1845101,0
15078,Audi,258.0,1031334,0
15179,LADA,282.1206629834254,1076347,1
4628,Audi,282.1206629834254,2714102,1
7739,KIA,282.0,2221935,0
6617,BMW,271.0,1438913,0
15182,Mercedez-Benz,179.0,993792,0
1970,Audi,270.0,2713007,0
8988,Toyota,191.0,2117820,0
12883,Subaru,90.0,1778879,0
14263,Ford,284.0,1317064,0
3405,Mercedez-Benz,484.0,1237207,0
7431,BMW,115.0,3489150,0
12803,Infiniti,145.0,1738732,0
7091,LADA,319.0,2607874,0
7207,Mercedez-Benz,468.0,1768675,0
8866,BMW,451.0,2229938,0
6531,Ford,131.0,2806578,0
4320,Infiniti,381.0,2022015,0
16731,Mercedez-Benz,199.0,2369288,0
3926,Nissan,360.0,2896784,0
4680,Daewoo,184.0,1183377,0
8216,Toyota,229.0,998172,0
12557,LADA,117.0,2260755,0
15678,LADA,282.1206629834254,988733,1
6738,Ford,465.0,940080,0
11786,Toyota,316.0,1984715,0
5149,Subaru,481.0,611249,0
18940,Toyota,282.1206629834254,2041832,1
9007,Ford,352.0,898992,0
11026,Nissan,133.0,2724380,0
5537,LADA,231.0,2055822,0
6474,Audi,282.1206629834254,3585003,1
6336,Mercedez-Benz,414.0,585778,0
5092,KIA,419.0,2587413,0
6309,Nissan,100.0,2006709,0
8777,Nissan,282.1206629834254,3924102,1
8467,Nissan,461.0,205209,0
16718,Infiniti,340.0,1366602,0
14931,Nissan,398.0,3429498,0
9001,LADA,158.0,2197079,0
11736,Ford,231.0,260188,0
2,Infiniti,191.0,1092819,0
5899,Infiniti,399.0,328351,0
9444,Daewoo,227.0,1729330,0
4459,Ford,487.0,2977023,0
18964,Infiniti,107.0,3454298,0
7827,Ford,210.0,3900637,0
18622,Daewoo,427.0,1942219,0
18579,KIA,232.0,3165805,0
5466,Nissan,157.0,1263485,0
597,Ford,339.0,3120231,0
15145,Audi,238.0,1835867,0
12095,Nissan,337.0,2941394,0
1587,KIA,269.0,589395,0
485,LADA,401.0,2820139,0
12631,Toyota,272.0,2326957,0
10382,Infiniti,141.0,1952652,0
18587,Ford,435.0,3465683,0
18405,Subaru,238.0,1613278,0
17653,Audi,240.0,3101638,0
2318,Subaru,466.0,1157301,0
652,Mercedez-Benz,291.0,2130274,0
14378,Nissan,405.0,3544733,0
7862,Toyota,72.0,1919738,0
15391,Audi,433.0,839619,0
16124,Ford,228.0,3603767,0
745,Audi,311.0,1786000,0
2905,Subaru,495.0,220440,0
7752,Mercedez-Benz,356.0,3728283,0
5220,BMW,116.0,3423040,0
12876,Infiniti,78.0,2941713,0
18602,Infiniti,229.0,1958338,0
4263,Subaru,450.0,1911741,0
10086,BMW,469.0,1481063,0
15104,BMW,449.0,3467580,0
12046,BMW,286.0,2471398,0
1948,Nissan,494.0,1914214,0
19494,Subaru,166.0,267622,0
16663,Nissan,226.0,420758,0
2764,Nissan,310.0,1838854,0
14698,Audi,484.0,3001724,0
13818,KIA,84.0,1833741,0
11873,LADA,137.0,1784781,0
8088,Infiniti,447.0,1503060,0
13258,Nissan,357.0,3103735,0
17485,Toyota,74.0,3291209,0
107,Ford,309.0,3087238,0
17346,Daewoo,424.0,465044,0
15944,Daewoo,401.0,249995,0
18802,Subaru,335.0,1211292,0
16064,Infiniti,390.0,293782,0
8471,Daewoo,348.0,1494848,0
18631,Mercedez-Benz,378.0,1942514,0
6687,Nissan,233.0,250235,0
11046,Infiniti,354.0,2953291,0
131,Infiniti,180.0,2190939,0
5028,Nissan,317.0,1505169,0
8361,Daewoo,298.0,1624305,0
11727,BMW,231.0,3370978,0
7199,Ford,470.0,2095850,0
8537,Daewoo,162.0,2605400,0
9844,LADA,461.0,1149517,0
11429,Mercedez-Benz,162.0,1625005,0
6191,Infiniti,499.0,1300479,0
17516,KIA,349.0,353394,0
17149,Subaru,327.0,3565718,0
3270,Nissan,460.0,1245103,0
16761,Daewoo,132.0,1857704,0
15753,LADA,294.0,573116,0
935,KIA,306.0,709365,0
2289,LADA,308.0,430895,0
12388,Ford,200.0,2579266,0
17094,BMW,483.0,2087814,0
18864,Infiniti,73.0,420983,0
11230,Subaru,427.0,3467057,0
16070,Daewoo,311.0,751788,0
15784,Mercedez-Benz,132.0,217550,0
17756,LADA,436.0,3811159,0
17636,BMW,282.1206629834254,2047345,1
1670,Nissan,319.0,521731,0
13982,Infiniti,376.0,1396192,0
9358,Subaru,260.0,2701225,0
9847,Toyota,293.0,1456669,0
1824,Daewoo,300.0,1828757,0
18811,LADA,447.0,3268959,0
14493,Mercedez-Benz,190.0,2077333,0
15610,Daewoo,421.0,1133789,0
15335,Subaru,282.1206629834254,3519232,1
9883,Mercedez-Benz,470.0,2759517,0
15428,BMW,404.0,261264,0
8661,Infiniti,307.0,535539,0
5407,Infiniti,421.0,3786809,0
3441,Mercedez-Benz,426.0,926344,0
13156,Ford,259.0,2994471,0
8424,Ford,335.0,1369637,0
4686,Nissan,84.0,544829,0
11789,BMW,134.0,3325708,0
7909,Mercedez-Benz,368.0,3438036,0
18133,LADA,489.0,1499631,0
18650,Mercedez-Benz,258.0,3136839,0
5481,BMW,85.0,206262,0
9387,Audi,153.0,381062,0
19745,Mercedez-Benz,382.0,1791161,0
14051,LADA,470.0,1854511,0
12124,Nissan,481.0,925522,0
15800,Infiniti,201.0,3257171,0
14247,Subaru,467.0,3757543,0
6012,Daewoo,308.0,3301388,0
8238,Toyota,282.1206629834254,2495636,1
3613,Infiniti,305.0,3028002,0
9347,Toyota,289.0,2347944,0
16745,Nissan,170.0,1151801,0
14452,Daewoo,290.0,2145677,0
2766,Nissan,425.0,3907793,0
13561,Toyota,229.0,2770792,0
11562,Ford,192.0,3462566,0
3977,Daewoo,205.0,3335637,0
11110,Subaru,179.0,3622091,0
3499,Daewoo,282.1206629834254,1605114,1
11174,Infiniti,257.0,2322577,0
18496,Nissan,182.0,1392691,0
9272,LADA,282.1206629834254,2284454,1
3367,Subaru,117.0,3082804,0
10169,Infiniti,309.0,3437993,0
9685,Daewoo,480.0,3793874,0
5672,Infiniti,334.0,3628045,0
13342,BMW,420.0,3284626,0
388,Infiniti,207.0,3848477,0
18440,Infiniti,154.0,2304558,0
19619,Toyota,318.0,1149980,0
8160,LADA,296.0,924308,0
14957,Subaru,496.0,2624603,0
16010,Daewoo,339.0,3814102,0
14484,KIA,428.0,872098,0
3833,Nissan,102.0,1770341,0
19345,Ford,330.0,3051130,0
993,KIA,212.0,2870588,0
905,BMW,443.0,2068506,0
2299,Audi,385.0,1931560,0
14865,Toyota,138.0,2899069,0
17322,KIA,454.0,2241587,0
16877,Toyota,98.0,2716384,0
2429,LADA,320.0,1396784,0
13303,Subaru,436.0,3718184,0
10224,Subaru,477.0,2059979,0
17465,Mercedez-Benz,423.0,3236945,0
18930,Mercedez-Benz,472.0,3340928,0
7309,KIA,293.0,2338059,0
15047,BMW,398.0,3860793,0
15431,KIA,282.1206629834254,1483643,1
928,Infiniti,81.0,1700871,0
16766,Infiniti,489.0,1477506,0
4180,Audi,406.0,2172962,0
18051,Audi,448.0,2815641,0
4004,Infiniti,441.0,2335432,0
9424,Daewoo,190.0,3169937,0
14339,Daewoo,277.0,1742652,0
10576,Toyota,313.0,1148665,0
9885,Nissan,233.0,671759,0
13912,BMW,487.0,2351404,0
18799,Infiniti,165.0,1805249,0
12348,Ford,196.0,2724693,0
9047,Audi,346.0,939709,0
14096,LADA,432.0,1682257,0
19636,Ford,124.0,1378005,0
4357,Subaru,150.0,280372,0
15215,BMW,459.0,1020596,0
18109,LADA,352.0,223134,0
3311,Ford,340.0,2095803,0
4706,Infiniti,257.0,826977,0
4130,Nissan,109.0,2936541,0
18393,Infiniti,136.0,850687,0
3090,Subaru,415.0,1274195,0
6195,Daewoo,106.0,2954968,0
18691,KIA,318.0,3402563,0
16012,Daewoo,192.0,2229659,0
5953,Mercedez-Benz,224.0,408606,0
17305,KIA,303.0,2898290,0
7478,Ford,499.0,1681826,0
19871,Subaru,432.0,3104687,0
2174,Infiniti,148.0,3920462,0
19008,Nissan,205.0,2719902,0
1075,Subaru,282.1206629834254,539112,1
4727,Subaru,117.0,1692077,0
15018,Daewoo,323.0,1397763,0
14580,KIA,183.0,1348406,0
4892,Infiniti,411.0,3182995,0
16652,Audi,133.0,275154,0
2181,LADA,442.0,479952,0
11733,Audi,215.0,1790620,0
2306,BMW,282.1206629834254,491552,1
15120,KIA,121.0,1085410,0
9686,Infiniti,496.0,649563,0
3353,Toyota,391.0,3313222,0
14863,Audi,298.0,295104,0
16014,KIA,330.0,1373499,0
12459,Mercedez-Benz,236.0,1420429,0
5616,Ford,472.0,714260,0
5311,Ford,294.0,1229181,0
19954,Audi,348.0,393599,0
12569,LADA,307.0,3503060,0
12821,LADA,240.0,1598590,0
12514,Audi,308.0,652662,0
7950,KIA,441.0,484500,0
14353,BMW,323.0,3520476,0
4537,Ford,74.0,2922970,0
1551,Daewoo,84.0,1808355,0
10998,Mercedez-Benz,329.0,1017795,0
15838,LADA,155.0,2286897,0
4472,Infiniti,282.1206629834254,360449,1
19161,Audi,195.0,924997,0
9629,LADA,233.0,3072676,0
4403,Nissan,87.0,1619333,0
4761,LADA,296.0,1910880,0
8263,Audi,80.0,422979,0
16452,BMW,386.0,3034308,0
6438,Nissan,416.0,1590995,0
19610,Subaru,282.1206629834254,418837,1
174,Subaru,189.0,3270819,0
11252,Audi,405.0,1352763,0
14221,Ford,278.0,3509001,0
5354,Audi,340.0,2777183,0
10879,LADA,334.0,2611604,0
14329,LADA,282.1206629834254,671144,1
4862,Audi,426.0,3009331,0
780,Subaru,321.0,1097320,0
12657,Toyota,346.0,3867233,0
4939,Nissan,421.0,298419,0
13605,Subaru,401.0,2432799,0
13479,BMW,207.0,3889802,0
15336,BMW,76.0,1785223,0
17176,Mercedez-Benz,449.0,2599068,0
9578,Mercedez-Benz,91.0,2536915,0
13096,Subaru,257.0,1026301,0
17925,Toyota,167.0,525721,0
18062,KIA,282.1206629834254,509239,1
16694,Mercedez-Benz,143.0,1597027,0
10114,Toyota,283.0,3314370,0
14572,BMW,337.0,900074,0
2994,Infiniti,365.0,1121185,0
493,KIA,366.0,3030422,0
7156,BMW,486.0,1919011,0
7044,Ford,78.0,1914793,0
11824,Toyota,164.0,2606068,0
3486,Toyota,193.0,2604085,0
10342,Nissan,371.0,911853,0
2215,Mercedez-Benz,309.0,916555,0
13003,Infiniti,245.0,3523483,0
12633,Ford,398.0,432357,0
14116,BMW,382.0,2287385,0
13210,BMW,367.0,1564886,0
10055,Infiniti,80.0,1282755,0
16321,Nissan,178.0,2731276,0
7112,Toyota,471.0,3090566,0
18828,Nissan,287.0,378108,0
6595,Daewoo,282.1206629834254,2687463,1
10617,Ford,210.0,586041,0
15675,Daewoo,282.1206629834254,2939571,1
17016,Ford,282.1206629834254,2107552,1
5186,BMW,107.0,420400,0
8160,Ford,220.0,3430665,0
12803,Toyota,270.0,3618309,0
16166,Infiniti,399.0,1718450,0
9716,Mercedez-Benz,339.0,2981962,0
16190,Mercedez-Benz,205.0,3162636,0
17589,Subaru,167.0,464410,0
17139,Audi,260.0,1458098,0
13855,Audi,269.0,1058330,0
7001,Audi,481.0,671891,0
5666,Audi,77.0,2397721,0
12708,Nissan,107.0,613025,0
1967,Daewoo,178.0,2796564,0
17592,Toyota,99.0,2101889,0
13633,Infiniti,423.0,731364,0
16806,Subaru,270.0,1306829,0
205,KIA,305.0,2716640,0
2225,Infiniti,377.0,2068824,0
16886,KIA,294.0,3325831,0
8848,Nissan,332.0,3245318,0
12122,Audi,467.0,3734699,0
5121,Ford,122.0,2653410,0
13364,Daewoo,221.0,1322373,0
4597,Daewoo,72.0,3750043,0
14256,Daewoo,282.1206629834254,2759754,1
17619,BMW,173.0,2173663,0
11581,Audi,107.0,447548,0
6762,Toyota,282.1206629834254,2386130,1
19746,Mercedez-Benz,223.0,2919337,0
8459,Ford,304.0,1891108,0
13959,Mercedez-Benz,316.0,1140635,0
18214,Daewoo,282.1206629834254,1786860,1
7105,Infiniti,498.0,3217174,0
13709,Mercedez-Benz,349.0,3280715,0
18711,Daewoo,299.0,2015115,0
2771,Subaru,92.0,530771,0
5475,Mercedez-Benz,136.0,2141100,0
5693,BMW,145.0,2970628,0
8463,Nissan,188.0,2749499,0
7157,Mercedez-Benz,391.0,1703435,0
15490,Mercedez-Benz,143.0,3632034,0
17904,Subaru,389.0,1157229,0
953,Toyota,280.0,916378,0
10718,LADA,187.0,2416932,0
4727,LADA,445.0,1298733,0
2356,Infiniti,353.0,2837954,0
19509,KIA,247.0,3303924,0
10895,KIA,223.0,2096392,0
14606,BMW,282.1206629834254,754220,1
2991,KIA,348.0,739528,0
9811,Subaru,368.0,3177406,0
16718,Mercedez-Benz,341.0,431369,0
15113,LADA,186.0,2920400,0
12774,LADA,108.0,1995732,0
7062,LADA,437.0,674332,0
12833,Toyota,282.1206629834254,875792,1
19796,Mercedez-Benz,237.0,1518151,0
17597,Infiniti,209.0,3345966,0
15894,Mercedez-Benz,193.0,2043460,0
1783,Audi,361.0,1364483,0
14232,LADA,264.0,247007,0
3470,Daewoo,357.0,2471143,0
12832,Subaru,243.0,1750693,0
6800,Toyota,177.0,3194641,0
17893,LADA,282.1206629834254,3432265,1
4888,Audi,258.0,2919255,0
5940,KIA,385.0,3433130,0
18304,KIA,71.0,1178910,0
10473,KIA,193.0,2976133,0
15159,Infiniti,218.0,593978,0
19821,BMW,424.0,3166309,0
906,KIA,400.0,2828578,0
16048,Daewoo,195.0,2691371,0
18061,Daewoo,125.0,3449064,0
8467,Subaru,282.1206629834254,3625302,1
7560,Daewoo,77.0,1310922,0
14170,Infiniti,257.0,2515698,0
16129,BMW,335.0,2016537,0
19130,Audi,282.1206629834254,3248945,1
16291,Subaru,102.0,658816,0
14051,LADA,356.0,2484357,0
991,LADA,433.0,325334,0
7180,Nissan,423.0,3923300,0
13266,KIA,433.0,3861267,0
4602,Infiniti,173.0,2619443,0
19685,Infiniti,89.0,2911304,0
2816,Infiniti,282.1206629834254,2273766,1
12142,Nissan,311.0,357494,0
13094,Daewoo,244.0,3466885,0
5208,Daewoo,98.0,3131700,0
1923,Toyota,133.0,2093757,0
9094,Mercedez-Benz,150.0,3535859,0
18411,Mercedez-Benz,188.0,2094596,0
6033,Toyota,92.0,1074012,0
8530,LADA,314.0,2913795,0
2364,Toyota,482.0,1360646,0
7812,KIA,382.0,1065153,0
2805,Subaru,274.0,2146218,0
15905,Infiniti,216.0,447441,0
3885,Ford,133.0,3605956,0
3446,Ford,302.0,650394,0
8499,Daewoo,450.0,2581984,0
5731,KIA,492.0,2171100,0
17241,BMW,80.0,2472849,0
5133,Audi,156.0,1128119,0
7068,Mercedez-Benz,433.0,3218624,0
9394,Ford,435.0,874958,0
9987,KIA,315.0,725107,0
19902,Daewoo,266.0,3557335,0
3174,LADA,357.0,648031,0
6603,LADA,312.0,3336176,0
